id,reward_value,created_at,reward_type
1772,20 days,2024-07-29T04:47:04Z,1
1773,Rp 10.000,2024-03-29T18:51:02Z,3
1774,20 days,2024-02-18T06:24:02Z,1
1775,7 days,2024-06-24T00:36:48Z,1
1776,14 days,2023-12-13T04:32:48Z,1
1777,7 days,2024-05-16T17:28:21Z,1
1778,45 days,2024-02-08T22:30:45Z,1
1779,30 days,2023-12-06T02:00:21Z,1
1780,60 days,2024-01-16T08:02:49Z,1
1781,14 days,2024-03-19T22:45:49Z,1
1782,7 days,2024-02-08T14:03:19Z,1
1783,10 days,2024-08-29T14:23:47Z,1
1784,7 days,2024-03-25T19:17:34Z,1
1785,50% discount,2024-07-28T09:57:29Z,2
1786,10 days,2024-07-03T15:13:38Z,1
1787,10 days,2023-12-15T12:02:24Z,1
1788,30 days,2024-08-11T20:58:22Z,1
1789,60 days,2023-10-03T01:08:01Z,1
1790,14 days,2024-07-06T23:29:33Z,1
1791,20 days,2023-10-29T18:01:43Z,1
1792,Rp 20.000,2024-04-15T15:06:01Z,3
1793,30 days,2024-01-18T00:50:00Z,1
1794,10% discount,2024-05-08T17:47:56Z,2
1795,20% discount,2023-10-01T09:55:00Z,2
1796,5 days,2024-06-15T11:10:23Z,1
1797,15 days,2024-03-11T16:25:52Z,1
1798,10 days,2024-04-23T03:21:22Z,1
1799,90 days,2024-06-26T19:33:43Z,1
1800,14 days,2024-07-16T14:20:07Z,1
1801,15 days,2024-06-17T13:30:21Z,1
1802,15 days,2023-09-14T05:33:21Z,1
1803,7 days,2024-04-02T18:28:05Z,1
1804,7 days,2024-07-31T19:01:02Z,1
1805,15 days,2024-07-11T10:54:29Z,1
1806,14 days,2024-05-02T01:58:51Z,1
1807,15% discount,2024-05-20T01:26:27Z,2
1808,20 days,2024-02-18T22:11:56Z,1
1809,7 days,2023-11-25T03:20:46Z,1
1810,30 days,2024-04-02T17:53:15Z,1
1811,20 days,2023-11-23T21:24:53Z,1
1812,10% discount,2023-10-07T16:58:47Z,2
1813,7 days,2024-03-26T02:11:19Z,1
1814,10 days,2024-01-26T04:29:32Z,1
1815,5 days,2024-05-28T09:43:25Z,1
1816,15 days,2023-11-07T08:49:09Z,1
1817,14 days,2023-11-21T13:26:40Z,1
1818,7 days,2024-03-31T18:18:51Z,1
1819,45 days,2024-05-05T07:23:21Z,1
1820,5 days,2024-03-04T22:58:45Z,1
1821,15 days,2024-05-04T02:27:15Z,1
1822,15 days,2024-02-29T12:01:50Z,1
1823,14 days,2024-03-05T06:19:31Z,1
1824,14 days,2024-02-15T00:05:52Z,1
1825,7 days,2023-12-17T06:47:19Z,1
1826,5 days,2024-01-29T10:25:20Z,1
1827,50% discount,2024-07-19T01:43:27Z,2
1828,15 days,2024-08-16T00:53:28Z,1
1829,15 days,2024-08-19T16:50:28Z,1
1830,15 days,2024-05-15T15:57:45Z,1
1831,30 days,2024-05-05T10:44:47Z,1
1832,5 days,2024-03-28T20:40:46Z,1
1833,Rp 20.000,2024-04-12T18:55:38Z,3
1834,10 days,2024-04-09T17:12:40Z,1
1835,90 days,2024-06-20T17:49:57Z,1
1836,15% discount,2023-12-31T05:15:20Z,2
1837,7 days,2024-03-11T02:24:57Z,1
1838,5 days,2023-09-21T20:52:17Z,1
1839,20 days,2024-05-08T18:32:42Z,1
1840,10 days,2024-07-04T22:40:51Z,1
1841,30 days,2023-12-25T19:15:34Z,1
1842,Rp 100.000,2023-10-02T00:56:18Z,3
1843,5 days,2023-10-03T03:15:20Z,1
1844,7 days,2023-11-02T12:43:00Z,1
1845,7 days,2024-01-17T12:08:31Z,1
1846,20 days,2024-01-30T15:22:44Z,1
1847,7 days,2024-07-15T05:32:20Z,1
1848,15 days,2023-12-23T09:31:07Z,1
1849,20 days,2024-02-08T15:39:41Z,1
1850,30 days,2023-09-28T13:54:29Z,1
1851,7 days,2024-01-21T01:34:52Z,1
1852,30 days,2023-09-06T10:55:14Z,1
1853,15 days,2024-04-26T00:49:32Z,1
1854,30 days,2024-08-02T19:11:39Z,1
1855,14 days,2024-02-03T12:46:29Z,1
1856,45 days,2024-04-28T03:09:13Z,1
1857,14 days,2023-12-21T09:42:52Z,1
1858,15 days,2024-06-20T18:03:37Z,1
1859,Rp 25.000,2024-08-23T03:11:24Z,3
1860,25% discount,2024-06-20T06:42:57Z,2
1861,10 days,2024-08-04T07:30:52Z,1
1862,5 days,2023-10-27T00:55:44Z,1
1863,Rp 100.000,2023-12-17T09:32:22Z,3
1864,30 days,2024-03-09T07:40:59Z,1
1865,7 days,2024-01-24T12:48:49Z,1
1866,20 days,2023-11-30T04:45:07Z,1
1867,10 days,2024-04-14T16:39:16Z,1
1868,10 days,2023-11-25T21:11:41Z,1
1869,10 days,2023-09-13T21:20:54Z,1
1870,10% discount,2023-11-06T19:52:05Z,2
1871,14 days,2023-09-15T03:23:56Z,1
1872,15 days,2024-04-19T23:25:16Z,1
1873,15 days,2024-04-04T20:23:14Z,1
1874,10 days,2023-10-06T03:39:50Z,1
1875,20 days,2024-02-15T18:43:44Z,1
1876,15 days,2023-11-10T08:50:47Z,1
1877,10 days,2024-03-12T14:45:11Z,1
1878,7 days,2023-10-23T17:15:14Z,1
1879,20 days,2024-07-14T17:52:25Z,1
1880,30 days,2023-10-28T00:41:19Z,1
1881,30 days,2024-02-08T19:59:23Z,1
1882,14 days,2024-08-12T21:38:56Z,1
1883,5 days,2024-08-15T22:09:26Z,1
1884,20 days,2023-11-29T11:50:02Z,1
1885,Rp 25.000,2024-02-05T21:00:29Z,3
1886,Rp 50.000,2023-10-28T13:54:47Z,3
1887,10 days,2023-12-13T16:48:58Z,1
1888,30 days,2024-08-23T04:47:35Z,1
1889,10 days,2023-10-15T05:48:15Z,1
1890,14 days,2024-06-06T12:23:46Z,1
1891,10 days,2024-05-20T00:32:31Z,1
1892,60 days,2024-02-01T21:36:33Z,1
1893,10 days,2024-01-05T01:00:08Z,1
1894,60 days,2024-02-20T02:40:24Z,1
1895,14 days,2024-03-15T12:48:39Z,1
1896,5 days,2023-11-05T01:31:57Z,1
1897,10 days,2024-06-30T15:45:14Z,1
1898,60 days,2023-11-30T22:42:40Z,1
1899,15 days,2023-10-14T05:36:25Z,1
1900,15% discount,2024-06-04T00:05:00Z,2
1901,5 days,2024-05-03T14:35:17Z,1
1902,10 days,2024-06-05T03:24:02Z,1
1903,15 days,2024-07-18T18:33:56Z,1
1904,7 days,2023-11-23T13:42:36Z,1
1905,10 days,2024-03-22T13:53:44Z,1
1906,30 days,2024-04-27T23:56:22Z,1
1907,15 days,2024-05-05T13:20:32Z,1
1908,15 days,2024-02-22T06:26:38Z,1
1909,15 days,2024-03-27T21:46:10Z,1
1910,5 days,2024-02-28T18:10:13Z,1
1911,20 days,2024-01-23T11:03:34Z,1
1912,20 days,2023-09-11T23:33:29Z,1
1913,5 days,2024-03-15T20:14:39Z,1
1914,45 days,2024-02-17T03:38:58Z,1
1915,10 days,2024-06-16T13:21:46Z,1
1916,7 days,2024-01-31T15:36:06Z,1
1917,15 days,2023-09-09T04:09:33Z,1
1918,50% discount,2024-05-16T05:18:56Z,2
1919,20 days,2023-09-07T01:38:32Z,1
1920,90 days,2024-08-21T18:42:57Z,1
1921,20 days,2024-06-10T19:52:20Z,1
1922,45 days,2023-09-20T01:23:00Z,1
1923,20 days,2024-04-29T10:45:57Z,1
1924,5% discount,2023-11-12T04:55:14Z,2
1925,10 days,2024-01-08T12:42:30Z,1
1926,90 days,2024-03-13T04:33:46Z,1
1927,30 days,2024-05-20T16:51:35Z,1
1928,10 days,2023-09-27T22:56:25Z,1
1929,7 days,2024-03-09T08:52:03Z,1
1930,14 days,2023-10-13T21:01:53Z,1
1931,10 days,2024-01-23T21:26:26Z,1
1932,5 days,2024-06-05T21:06:28Z,1
1933,14 days,2024-08-10T13:15:25Z,1
1934,15 days,2024-03-27T16:40:34Z,1
1935,30 days,2023-10-07T05:12:16Z,1
1936,20 days,2024-06-14T12:07:09Z,1
1937,10 days,2023-09-25T23:12:05Z,1
1938,Rp 50.000,2023-11-16T11:29:42Z,3
1939,14 days,2024-02-27T17:35:41Z,1
1940,7 days,2024-01-14T21:41:08Z,1
1941,20 days,2024-04-22T05:10:08Z,1
1942,10 days,2024-02-15T09:53:15Z,1
1943,20 days,2024-08-15T15:38:46Z,1
1944,15 days,2023-12-24T04:53:17Z,1
1945,20 days,2024-06-14T08:56:39Z,1
1946,15 days,2024-03-07T00:55:59Z,1
1947,60 days,2024-06-24T14:50:41Z,1
1948,10 days,2024-04-23T09:55:09Z,1
1949,20 days,2024-06-05T15:22:09Z,1
1950,30 days,2024-02-08T13:47:57Z,1
1951,7 days,2024-04-03T15:37:50Z,1
1952,Rp 20.000,2023-11-10T06:42:09Z,3
1953,10 days,2023-12-13T02:03:59Z,1
1954,30 days,2024-04-05T23:41:22Z,1
1955,30 days,2024-03-12T00:19:44Z,1
1956,30 days,2024-01-29T22:26:32Z,1
1957,10 days,2024-04-19T16:45:59Z,1
1958,10 days,2023-09-11T17:46:28Z,1
1959,60 days,2023-09-17T18:48:25Z,1
1960,15 days,2023-10-31T23:28:09Z,1
1961,7 days,2024-03-02T22:23:46Z,1
1962,7 days,2024-06-03T10:08:12Z,1
1963,15 days,2024-02-06T04:56:47Z,1
1964,7 days,2023-10-26T06:17:20Z,1
1965,7 days,2024-05-22T04:39:18Z,1
1966,15 days,2023-12-11T04:33:14Z,1
1967,15 days,2024-05-27T03:33:00Z,1
1968,7 days,2024-03-10T23:40:00Z,1
1969,20% discount,2024-08-22T10:21:54Z,2
1970,20 days,2024-08-08T20:37:00Z,1
1971,7 days,2024-03-27T00:52:40Z,1
1972,7 days,2023-09-24T07:33:01Z,1
1973,10 days,2023-10-26T05:48:22Z,1
1974,10 days,2023-09-12T11:07:22Z,1
1975,20 days,2024-02-19T03:45:03Z,1
1976,15 days,2024-08-06T10:22:42Z,1
1977,50% discount,2023-12-15T06:13:10Z,2
1978,15 days,2024-07-05T23:50:06Z,1
1979,20 days,2024-02-09T23:24:49Z,1
1980,7 days,2024-01-18T12:05:29Z,1
1981,45 days,2024-07-13T14:34:08Z,1
1982,30 days,2023-10-24T23:08:07Z,1
1983,15 days,2024-01-01T08:20:00Z,1
1984,14 days,2024-07-07T00:04:40Z,1
1985,30 days,2024-05-12T05:05:09Z,1
1986,15 days,2023-12-31T09:37:08Z,1
1987,20 days,2024-08-18T03:47:36Z,1
1988,10 days,2024-08-16T04:07:05Z,1
1989,14 days,2024-06-21T16:00:56Z,1
1990,7 days,2023-11-03T21:29:25Z,1
1991,7 days,2024-01-19T02:55:26Z,1
1992,30 days,2024-03-19T22:41:12Z,1
1993,5 days,2023-11-29T09:29:09Z,1
1994,5% discount,2024-03-30T19:39:58Z,2
1995,10 days,2024-06-29T21:11:01Z,1
1996,7 days,2024-01-25T05:24:55Z,1
1997,15 days,2024-06-26T09:06:02Z,1
1998,5 days,2024-01-30T00:32:26Z,1
1999,15 days,2024-03-16T22:22:29Z,1
2000,10 days,2024-04-21T23:22:49Z,1
